pathway	gene1	gene2
hsa04140	EIF2AK3	EIF2S1
hsa04140	EIF2AK3	EIF2S1
hsa04140	EIF2AK4	EIF2S1
hsa04140	EIF2AK4	EIF2S1
hsa04140	HMGB1	BECN2
hsa04140	TP53INP2	GABARAP
hsa04140	PRKACA	GABARAP
hsa04140	PRKACA	GABARAP
hsa04140	PRKCQ	GABARAP
hsa04140	PRKCQ	GABARAP
hsa04140	ATG12	ATG5
hsa04140	ATG7	ATG12
hsa04140	ATG10	ATG12
hsa04140	WIPI2	ATG16L1
hsa04140	RB1CC1	ATG16L1
hsa04140	RAB33B	ATG16L1
hsa04140	ATG7	GABARAP
hsa04140	ATG3	GABARAP
hsa04140	CFLAR	ATG3
hsa04140	ATG4A	GABARAP
hsa04140	C00350	GABARAP
hsa04140	RPTOR	MTOR
hsa04140	AKT1S1	MTOR
hsa04140	DEPTOR	MTOR
hsa04140	AKT1S1	RPTOR
hsa04140	MLST8	MTOR
hsa04140	EIF2S1	ATG12
hsa04140	EIF2S1	ATG12
hsa04217	TNF	TNFRSF1A
hsa04217	TNFSF10	TNFRSF10B
hsa04217	TNFRSF1A	TRADD
hsa04217	SPATA2L	CYLD
hsa04217	TNFRSF10B	RIPK1
hsa04217	FASLG	FAS
hsa04217	FAS	FAF1
hsa04217	FAS	FADD
hsa04217	FAF1	RIPK1
hsa04217	FADD	RIPK1
hsa04217	IFNA1	IFNAR1
hsa04217	IFNAR1	JAK1
hsa04217	TLR4	TICAM2
hsa04217	JAK1	STAT1
hsa04217	TICAM2	TICAM1
hsa04217	TLR3	TICAM1
hsa04217	EIF2AK2	RIPK1
hsa04217	SQSTM1	RIPK1
hsa04217	HSP90AA1	RIPK1
hsa04217	HSP90AA1	RIPK3
hsa04217	ZBP1	RIPK3
hsa04217	TICAM1	RIPK3
hsa04217	PARP2	C00076
hsa04217	C00076	CAPN1
hsa04217	CAPN1	BID
hsa04217	BID	BAX
hsa04217	BAX	AIFM1
hsa04217	HSP90AA1	MLKL
hsa04217	RIPK3	CYBB
hsa04217	C00076	PLA2G4B
hsa04217	C00076	CAPN1
hsa04217	MLKL	PGAM5
hsa04217	MLKL	NLRP3
hsa04217	CASP1	IL1B
hsa04217	MLKL	TRPM7
hsa04217	RIPK3	CAMK2A
hsa04217	RIPK3	CAMK2A
hsa04217	RIPK3	GLUD1
hsa04217	RIPK3	GLUD1
hsa04217	RIPK3	GLUL
hsa04217	RIPK3	GLUL
hsa04217	RIPK3	PYGB
hsa04217	RIPK3	PYGB
hsa04217	RIPK3	MLKL
hsa04217	RIPK3	MLKL
hsa04217	TRADD	TRAF2
hsa04217	TRADD	RIPK1
hsa04217	RBCK1	BIRC2
hsa04217	RBCK1	SPATA2L
hsa04217	FAF1	FADD
hsa04217	HIST1H2AA	PPIA
hsa04217	HIST1H2AA	AIFM1
hsa04217	PPIA	AIFM1
hsa04217	NLRP3	PYCARD
hsa04217	PYCARD	CASP1
hsa04217	PPID	SLC25A4
hsa04217	SLC25A4	VDAC1
hsa04217	CYBB	CAMK2A
hsa04217	CASP8	CYLD
hsa04217	CFLAR	CASP8
hsa04217	BCL2	BAX
hsa04217	RBCK1	RIPK1
hsa04217	RBCK1	RIPK1
hsa04217	BIRC2	RIPK1
hsa04217	BIRC2	RIPK1
hsa04217	TNFAIP3	RIPK3
hsa04217	CASP8	RIPK1
hsa04217	CASP8	RIPK3
hsa04217	FADD	CASP8
hsa04217	RNF103-CHMP3	MLKL
hsa04217	STAT1	EIF2AK2
hsa04217	PGAM5	DNM1L
hsa04217	PGAM5	DNM1L
hsa04217	RIPK3	C00076
hsa04217	RIPK3	C00076
hsa04217	RIPK3	SMPD1
hsa04217	RIPK3	SMPD1
hsa04217	RIPK1	RIPK3
hsa04217	RIPK1	RIPK3
hsa04217	RIPK3	MAPK8
hsa04217	RIPK3	MAPK8
hsa04217	MAPK8	FTH1
hsa04217	MAPK8	FTH1
hsa04217	USP21	RIPK1
hsa04217	CYLD	RIPK1
hsa04217	STAT1	RIPK1
hsa04217	CAMK2A	SLC25A4
hsa04217	CAMK2A	SLC25A4
hsa04217	CAMK2A	PPID
hsa04217	CAMK2A	PPID
hsa04217	CAMK2A	VDAC1
hsa04217	CAMK2A	VDAC1
hsa04140	IRS1	PIK3CA
hsa04140	PIK3CA	C05981
hsa04140	PIK3CA	C05981
hsa04140	C05981	PDPK1
hsa04140	PDPK1	AKT3
hsa04140	PDPK1	AKT3
hsa04140	RRAS2	PDPK1
hsa04140	RRAS2	PDPK1
hsa04140	PTEN	C05981
hsa04140	PTEN	C05981
hsa04140	RRAS2	RAF1
hsa04140	RAF1	MAP2K1
hsa04140	RAF1	MAP2K1
hsa04140	MAP2K1	MAPK1
hsa04140	MAP2K1	MAPK1
hsa04140	HIF1A	DDIT4
hsa04140	HIF1A	DDIT4
hsa04140	HIF1A	BNIP3
hsa04140	HIF1A	BNIP3
hsa04140	BNIP3	RHEB
hsa04140	IGBP1	PPP2CA
hsa04140	PPP2CA	ULK1
hsa04140	PPP2CA	ULK1
hsa04140	RPS6KB1	IRS1
hsa04140	RPS6KB1	IRS1
hsa04140	ULK1	ATG2A...
hsa04140	ULK1	ATG2A...
hsa04140	SUPT20H	ATG9B
hsa04140	ULK1	RB1CC1
hsa04140	ULK1	RB1CC1
hsa04140	ULK1	ATG13
hsa04140	ULK1	ATG13
hsa04140	ULK1	ATG14
hsa04140	ULK1	ATG101
hsa04140	ATG13	ATG9B
hsa04140	ATG13	RB1CC1
hsa04140	ATG13	ATG101
hsa04140	ATG13	ATG14
hsa04140	ATG13	VMP1
hsa04140	ULK1	BECN2
hsa04140	ULK1	BECN2
hsa04140	ULK1	AMBRA1
hsa04140	ULK1	AMBRA1
hsa04140	ATG2A...	WIPI2
hsa04140	STK11	PRKAA1
hsa04140	STK11	PRKAA1
hsa04140	PRKAA1	RPTOR
hsa04140	PRKAA1	RPTOR
hsa04140	PRKCD	MAPK8
hsa04140	CAMKK2	PRKAA1
hsa04140	CAMKK2	PRKAA1
hsa04140	MAP3K7	PRKAA1
hsa04140	MAP3K7	PRKAA1
hsa04140	ERN1	MAPK8
hsa04140	ERN1	MAPK8
hsa04140	PRAP1	STK11
hsa04140	PRAP1	STK11
hsa04140	PRKACA	PRKAA1
hsa04140	PRKACA	PRKAA1
hsa04140	PRKACA	AKT1S1
hsa04140	PRKACA	AKT1S1
hsa04140	PRKACA	ULK1
hsa04140	PRKACA	ULK1
hsa04140	PRKACA	ATG13
hsa04140	PRKACA	ATG13
hsa04140	ITPR1	BECN2
hsa04140	AMBRA1	BECN2
hsa04140	AMBRA1	BECN2
hsa04140	AMBRA1	TRAF6
hsa04140	TRAF6	ULK1
hsa04140	TRAF6	ULK1
hsa04140	VMP1	BECN2
hsa04140	TP53INP2	VMP1
hsa04140	STX17	ATG14
hsa04140	UVRAG	ATG14
hsa04140	UVRAG	ATG14
hsa04140	UVRAG	RUBCN
hsa04140	SH3GLB1	UVRAG
hsa04140	SH3GLB1	ATG9B
hsa04140	RUBCN	PIK3C3
hsa04140	RUBCN	PIK3C3
hsa04140	ATG14	NRBF2
hsa04140	ATG14	BECN2
hsa04140	UVRAG	BECN2
hsa04140	BECN2	NRBF2
hsa04140	BECN2	PIK3C3
hsa04140	NRBF2	PIK3C3
hsa04140	PIK3R4	PIK3C3
hsa04140	PIK3C3	C01194
hsa04140	PIK3C3	C01194
hsa04140	C04549	WIPI2
hsa04140	C04549	ZFYVE1
hsa04140	MTMR3	C04549
hsa04140	MTMR3	C04549
hsa04140	MTMR14	C04549
hsa04140	MTMR14	C04549
hsa04140	DAPK1	BECN2
hsa04140	DAPK1	BECN2
hsa04140	EIF2AK3	EIF2S1
hsa04140	EIF2AK3	EIF2S1
hsa04140	EIF2AK4	EIF2S1
hsa04140	EIF2AK4	EIF2S1
hsa04140	HMGB1	BECN2
hsa04140	TP53INP2	GABARAP
hsa04140	PRKACA	GABARAP
hsa04140	PRKACA	GABARAP
hsa04140	PRKCQ	GABARAP
hsa04140	PRKCQ	GABARAP
hsa04140	ATG12	ATG5
hsa04140	ATG7	ATG12
hsa04140	ATG10	ATG12
hsa04140	WIPI2	ATG16L1
hsa04140	RB1CC1	ATG16L1
hsa04140	RAB33B	ATG16L1
hsa04140	ATG7	GABARAP
hsa04140	ATG3	GABARAP
hsa04140	CFLAR	ATG3
hsa04140	ATG4A	GABARAP
hsa04140	C00350	GABARAP
hsa04140	RPTOR	MTOR
hsa04140	AKT1S1	MTOR
hsa04140	DEPTOR	MTOR
hsa04140	AKT1S1	RPTOR
hsa04140	MLST8	MTOR
hsa04140	EIF2S1	ATG12
hsa04140	EIF2S1	ATG12
hsa04217	TNF	TNFRSF1A
hsa04217	TNFSF10	TNFRSF10B
hsa04217	TNFRSF1A	TRADD
hsa04217	SPATA2L	CYLD
hsa04217	TNFRSF10B	RIPK1
hsa04217	FASLG	FAS
hsa04217	FAS	FAF1
hsa04217	FAS	FADD
hsa04217	FAF1	RIPK1
hsa04217	FADD	RIPK1
hsa04217	IFNA1	IFNAR1
hsa04217	IFNAR1	JAK1
hsa04217	TLR4	TICAM2
hsa04217	JAK1	STAT1
hsa04217	TICAM2	TICAM1
hsa04217	TLR3	TICAM1
hsa04217	EIF2AK2	RIPK1
hsa04217	SQSTM1	RIPK1
hsa04217	HSP90AA1	RIPK1
hsa04217	HSP90AA1	RIPK3
hsa04217	ZBP1	RIPK3
hsa04217	TICAM1	RIPK3
hsa04217	PARP2	C00076
hsa04217	C00076	CAPN1
hsa04217	CAPN1	BID
hsa04217	BID	BAX
hsa04217	BAX	AIFM1
hsa04217	HSP90AA1	MLKL
hsa04217	RIPK3	CYBB
hsa04217	C00076	PLA2G4B
hsa04217	C00076	CAPN1
hsa04217	MLKL	PGAM5
hsa04217	MLKL	NLRP3
hsa04217	CASP1	IL1B
hsa04217	MLKL	TRPM7
hsa04217	RIPK3	CAMK2A
hsa04217	RIPK3	CAMK2A
hsa04217	RIPK3	GLUD1
hsa04217	RIPK3	GLUD1
hsa04217	RIPK3	GLUL
hsa04217	RIPK3	GLUL
hsa04217	RIPK3	PYGB
hsa04217	RIPK3	PYGB
hsa04217	RIPK3	MLKL
hsa04217	RIPK3	MLKL
hsa04217	TRADD	TRAF2
hsa04217	TRADD	RIPK1
hsa04217	RBCK1	BIRC2
hsa04217	RBCK1	SPATA2L
hsa04217	FAF1	FADD
hsa04217	HIST1H2AA	PPIA
hsa04217	HIST1H2AA	AIFM1
hsa04217	PPIA	AIFM1
hsa04217	NLRP3	PYCARD
hsa04217	PYCARD	CASP1
hsa04217	PPID	SLC25A4
hsa04217	SLC25A4	VDAC1
hsa04217	CYBB	CAMK2A
hsa04217	CASP8	CYLD
hsa04217	CFLAR	CASP8
hsa04217	BCL2	BAX
hsa04217	RBCK1	RIPK1
hsa04217	RBCK1	RIPK1
hsa04217	BIRC2	RIPK1
hsa04217	BIRC2	RIPK1
hsa04217	TNFAIP3	RIPK3
hsa04217	CASP8	RIPK1
hsa04217	CASP8	RIPK3
hsa04217	FADD	CASP8
hsa04217	RNF103-CHMP3	MLKL
hsa04217	STAT1	EIF2AK2
hsa04217	PGAM5	DNM1L
hsa04217	PGAM5	DNM1L
hsa04217	RIPK3	C00076
hsa04217	RIPK3	C00076
hsa04217	RIPK3	SMPD1
hsa04217	RIPK3	SMPD1
hsa04217	RIPK1	RIPK3
hsa04217	RIPK1	RIPK3
hsa04217	RIPK3	MAPK8
hsa04217	RIPK3	MAPK8
hsa04217	MAPK8	FTH1
hsa04217	MAPK8	FTH1
hsa04217	USP21	RIPK1
hsa04217	CYLD	RIPK1
hsa04217	STAT1	RIPK1
hsa04217	CAMK2A	SLC25A4
hsa04217	CAMK2A	SLC25A4
hsa04217	CAMK2A	PPID
hsa04217	CAMK2A	PPID
hsa04217	CAMK2A	VDAC1
hsa04217	CAMK2A	VDAC1
hsa00620	GLO1	GRHPR
hsa00620	GLO1	HAGH
hsa00620	LDHD	HAGH
hsa00620	ACSS2	ACYP1
hsa00620	ACOT12	ACYP1
hsa00620	ALDH2	ACYP1
hsa00620	ACOT12	ACSS2
hsa00620	ACSS2	ALDH2
hsa00620	ACOT12	ALDH2
hsa00620	ACSS2	ACSS2
hsa00620	ACSS2	DLAT
hsa00620	ACOT12	DLAT
hsa00620	ACACA	DLAT
hsa00620	ACAT1	DLAT
hsa00620	ACSS2	ACOT12
hsa00620	ACSS2	ACACA
hsa00620	ACSS2	ACAT1
hsa00620	ACOT12	ACACA
hsa00620	ACOT12	ACAT1
hsa00620	ACAT1	ACACA
hsa00620	ME3	MDH1
hsa00620	ME2	MDH1
hsa00620	PCK1	PC
hsa00620	PC	MDH1
hsa00620	PCK1	MDH1
hsa00620	PKLR	LDHAL6A
hsa00620	PKLR	LDHD
hsa00620	PKLR	PDHA1
hsa00620	PKLR	PC
hsa00620	PKLR	ME2
hsa00620	PKLR	ME3
hsa00620	LDHD	LDHAL6A
hsa00620	LDHAL6A	PDHA1
hsa00620	PC	LDHAL6A
hsa00620	ME2	LDHAL6A
hsa00620	ME3	LDHAL6A
hsa00620	LDHD	PDHA1
hsa00620	LDHD	PC
hsa00620	LDHD	ME2
hsa00620	LDHD	ME3
hsa00620	PC	PDHA1
hsa00620	ME2	PDHA1
hsa00620	ME3	PDHA1
hsa00620	PC	ME2
hsa00620	PC	ME3
hsa00620	PCK1	PKLR
hsa00620	DLAT	PDHA1
hsa00620	DLD	PDHA1
hsa00620	DLAT	DLD
hsa00620	GRHPR	Glycine
hsa00620	GLO1	Glycine
hsa00620	DLAT	Propanoate metabolism
hsa00620	ACSS2	Propanoate metabolism
hsa00620	ACOT12	Propanoate metabolism
hsa00620	ACACA	Propanoate metabolism
hsa00620	ACAT1	Propanoate metabolism
hsa00620	ACACA	Fatty acid biosynthesis
hsa00620	Butanoate metabolism	Synthesis and degradation of ketone bodies
hsa00620	ACAT1	Butanoate metabolism
hsa00620	ACAT1	Synthesis and degradation of ketone bodies
hsa00620	MDH1	Glyoxylate and dicarboxylate metabolism
hsa00620	ME3	Glyoxylate and dicarboxylate metabolism
hsa00620	ME2	Glyoxylate and dicarboxylate metabolism
hsa00620	PC	Glyoxylate and dicarboxylate metabolism
hsa00620	PC	Citrate cycle (TCA cycle)
hsa00620	PCK1	Glyoxylate and dicarboxylate metabolism
hsa00620	PCK1	Citrate cycle (TCA cycle)
hsa00620	MDH1	Glyoxylate and dicarboxylate metabolism
hsa00620	MDH1	Citrate cycle (TCA cycle)
hsa00620	Citrate cycle (TCA cycle)	Glyoxylate and dicarboxylate metabolism
hsa00620	PCK1	Glycolysis / Gluconeogenesis
hsa00620	PKLR	Glycolysis / Gluconeogenesis
hsa00620	PC	Valine
hsa00620	ME2	Valine
hsa00620	ME3	Valine
hsa00620	PDHA1	Valine
hsa00620	PKLR	Valine
hsa00620	LDHD	Valine
hsa00620	LDHAL6A	Valine
hsa00620	Valine	Nicotinate and nicotinamide metabolism
hsa00620	PC	Nicotinate and nicotinamide metabolism
hsa00620	ME2	Nicotinate and nicotinamide metabolism
hsa00620	ME3	Nicotinate and nicotinamide metabolism
hsa00620	PDHA1	Nicotinate and nicotinamide metabolism
hsa00620	LDHAL6A	Nicotinate and nicotinamide metabolism
hsa00620	LDHD	Nicotinate and nicotinamide metabolism
hsa00620	PKLR	Nicotinate and nicotinamide metabolism
hsa00620	FH	Glyoxylate and dicarboxylate metabolism
hsa00620	FH	MDH1
hsa00620	FH	ME3
hsa00620	FH	ME2
hsa00620	ACACA	Biosynthesis of 12-
hsa00620	ACACA	Biosynthesis of enediyne antibiotics
hsa00620	ACACA	Biosynthesis of type II polyketide backbone
hsa00620	Biosynthesis of enediyne antibiotics	Biosynthesis of type II polyketide backbone
hsa00620	Biosynthesis of enediyne antibiotics	Biosynthesis of 12-
hsa00620	Biosynthesis of enediyne antibiotics	Fatty acid biosynthesis
hsa00620	Biosynthesis of type II polyketide backbone	Biosynthesis of 12-
hsa00620	Biosynthesis of type II polyketide backbone	Fatty acid biosynthesis
hsa00620	Biosynthesis of 12-	Fatty acid biosynthesis
hsa05012	UBA1	UBB
hsa05012	UBE2L3	UBB
hsa05012	UBB	UBB
hsa05012	UBB	UBB
hsa05012	UBB	UBB
hsa05012	UBB	UBB
hsa05012	HTRA2	CYCS
hsa05012	HTRA2	CYCS
hsa05012	PPIF	CYCS
hsa05012	PPIF	CYCS
hsa05012	CYCS	CASP9
hsa05012	APAF1	CASP9
hsa05012	CASP9	CASP3
hsa05012	C00212	ADORA2A
hsa05012	ADORA2A	GNAL
hsa05012	GNAL	ADCY5
hsa05012	ADCY5	C00575
hsa05012	C00575	PRKACA
hsa05012	C03758	DRD2
hsa05012	DRD2	GNAI1
hsa05012	GNAI1	ADCY5
hsa05012	C03758	DRD1
hsa05012	DRD1	GNAL
hsa05012	GNAL	ADCY5
hsa05012	ADCY5	C00575
hsa05012	C00575	PRKACA
hsa05012	UBA1	UBB
hsa05012	UBE2L3	UBB
hsa05012	UBB	UBB
hsa05012	UBB	UBB
hsa05012	UBB	UBB
hsa05012	UBB	UBB
hsa05012	HTRA2	CYCS
hsa05012	HTRA2	CYCS
hsa05012	PPIF	CYCS
hsa05012	PPIF	CYCS
hsa05012	CYCS	CASP9
hsa05012	APAF1	CASP9
hsa05012	CASP9	CASP3
hsa05012	C00212	ADORA2A
hsa05012	ADORA2A	GNAL
hsa05012	GNAL	ADCY5
hsa05012	ADCY5	C00575
hsa05012	C00575	PRKACA
hsa05012	C03758	DRD2
hsa05012	DRD2	GNAI1
hsa05012	GNAI1	ADCY5
hsa05012	C03758	DRD1
hsa05012	DRD1	GNAL
hsa05012	GNAL	ADCY5
hsa05012	ADCY5	C00575
hsa05012	C00575	PRKACA
hsa05012	UBA1	UBB
hsa05012	UBE2L3	UBB
hsa05012	UBB	UBB
hsa05012	UBB	UBB
hsa05012	UBB	UBB
hsa05012	UBB	UBB
hsa05012	HTRA2	CYCS
hsa05012	HTRA2	CYCS
hsa05012	PPIF	CYCS
hsa05012	PPIF	CYCS
hsa05012	CYCS	CASP9
hsa05012	APAF1	CASP9
hsa05012	CASP9	CASP3
hsa05012	C00212	ADORA2A
hsa05012	ADORA2A	GNAL
hsa05012	GNAL	ADCY5
hsa05012	ADCY5	C00575
hsa05012	C00575	PRKACA
hsa05012	C03758	DRD2
hsa05012	DRD2	GNAI1
hsa05012	GNAI1	ADCY5
hsa05012	C03758	DRD1
hsa05012	DRD1	GNAL
hsa05012	GNAL	ADCY5
hsa05012	ADCY5	C00575
hsa05012	C00575	PRKACA
hsa05134	APAF1	CASP9
hsa05134	CYCS	CASP9
hsa05134	CASP9	CASP3
hsa05134	EEF1A1	HSF1
hsa05134	CASP1	IL18
hsa05134	CASP1	IL1B
hsa05134	NAIP	CASP7
hsa05134	NAIP	CASP7
hsa05134	NAIP	CASP1
hsa05134	NAIP	CASP1
hsa05134	CASP1	CASP7
hsa05134	CASP1	CASP7
hsa05134	CD14	TLR2
hsa05134	CD14	TLR4
hsa05134	TLR5	MYD88
hsa05134	TLR2	MYD88
hsa05134	TLR4	MYD88
hsa05134	C3	CR1
hsa05134	NFKBIA	NFKB1
hsa05134	HSF1	HSPA1A
hsa05134	MYD88	TNF
hsa05134	MYD88	TNF
hsa05134	MYD88	IL1B
hsa05134	MYD88	IL1B
hsa05134	MYD88	IL6
hsa05134	MYD88	IL6
hsa05134	MYD88	IL12A
hsa05134	MYD88	IL12A
hsa05134	MYD88	CXCL8
hsa05134	MYD88	CXCL8
hsa05134	MYD88	CXCL1
hsa05134	MYD88	CXCL1
hsa03018	PABPC4L...	TOB1
hsa03018	PABPC4L...	PAN3
hsa03018	PABPC4L...	PAN3
hsa03018	PABPC4L...	CNOT7
hsa03018	PAN2	PAN3
hsa05152	TNF	TNFRSF1A
hsa05152	CASP8	CASP10
hsa05152	CASP8	BID
hsa05152	CASP8	CASP3
hsa05152	IFNGR2	JAK1
hsa05152	JAK1	STAT1
hsa05152	JAK1	STAT1
hsa05152	CAMK2A	STAT1
hsa05152	CAMK2A	STAT1
hsa05152	SYK	CARD9
hsa05152	NOD2	RIPK2
hsa05152	HSPA9	TLR4
hsa05152	HSPD1	TLR4
hsa05152	CD14	TLR4
hsa05152	CD14	TLR2
hsa05152	IRAK4	IRAK1
hsa05152	IRAK1	TRAF6
hsa05152	TLR9	MYD88
hsa05152	RIPK2	NFKB1
hsa05152	RIPK2	NFKB1
hsa05152	TRAF6	NFKB1
hsa05152	TRAF6	NFKB1
hsa05152	TRAF6	MAPK14
hsa05152	TRAF6	MAPK14
hsa05152	TRAF6	MAPK1
hsa05152	TRAF6	MAPK1
hsa05152	TRAF6	MAPK8
hsa05152	TRAF6	MAPK8
hsa05152	RIPK2	MAPK14
hsa05152	RIPK2	MAPK14
hsa05152	RIPK2	MAPK1
hsa05152	RIPK2	MAPK1
hsa05152	RIPK2	MAPK8
hsa05152	RIPK2	MAPK8
hsa05152	RHOA	RAF1
hsa05152	RHOA	RAF1
hsa05152	RAF1	NFKB1
hsa05152	RAF1	NFKB1
hsa05152	CLEC4M	IL10
hsa05152	CLEC4M	IL10
hsa05152	CLEC4M	TGFB1
hsa05152	CLEC4M	TGFB1
hsa05152	C3	CR1
hsa05152	PLA2R1	IL10
hsa05152	PLA2R1	IL10
hsa05152	PLA2R1	TGFB1
hsa05152	PLA2R1	TGFB1
hsa05152	CALML6	CAMK2A
hsa05152	CALML6	PPP3CA
hsa05152	CAMK2A	PIK3C3
hsa05152	C04549	EEA1
hsa05152	C04549	EEA1
hsa05152	RAB7A	CTSD
hsa05152	RAB7A	CTSD
hsa05152	RAB7A	TCIRG1
hsa05152	RAB7A	TCIRG1
hsa05152	RAB7A	LAMP1
hsa05152	RAB7A	LAMP1
hsa05152	SPHK2	C06124
hsa05152	C00076	CALML6
hsa05152	IGH	FCGR1A
hsa05152	VDR	CAMP
hsa05152	VDR	CAMP
hsa05152	C01194	PIK3C3
hsa05152	TNFRSF1A	FADD
hsa05152	TLR4	MYD88
hsa05152	BID	BAX
hsa05152	BID	BAX
hsa05152	C00076	CASP9
hsa05152	C00076	CASP9
hsa05152	AKT3	BAD
hsa05152	AKT3	BAD
hsa05152	BAD	BCL2
hsa05152	CYCS	CASP3
hsa05152	C00076	CAMK2A
hsa05152	C00076	CAMK2A
hsa05152	CIITA	RFX5...
hsa05152	CIITA	NFYA
hsa05152	CIITA	CREB1
hsa05152	CEBPB	CIITA
hsa05152	RFX5...	HLA-DMA
hsa05152	RFX5...	CD74
hsa05152	NFYA	HLA-DMA
hsa05152	NFYA	CD74
hsa05152	CREB1	HLA-DMA
hsa05152	CREB1	CD74
hsa05152	NFKB1	CEBPB
hsa05152	NFKB1	NOS2
hsa05152	NFKB1	TNF
hsa05152	NFKB1	IL6
hsa05152	NFKB1	IL12A
hsa05152	NFKB1	IL18
hsa05152	NFKB1	IL23A
hsa05152	NFKB1	IL1A
hsa05152	MAPK14	NOS2
hsa05152	MAPK14	NOS2
hsa05152	MAPK1	NOS2
hsa05152	MAPK1	NOS2
hsa05152	MAPK8	NOS2
hsa05152	MAPK8	NOS2
hsa05152	MAPK14	TNF
hsa05152	MAPK14	TNF
hsa05152	MAPK14	IL6
hsa05152	MAPK14	IL6
hsa05152	MAPK14	IL12A
hsa05152	MAPK14	IL12A
hsa05152	MAPK14	IL18
hsa05152	MAPK14	IL18
hsa05152	MAPK14	IL23A
hsa05152	MAPK14	IL23A
hsa05152	MAPK14	IL1A
hsa05152	MAPK14	IL1A
hsa05152	MAPK1	TNF
hsa05152	MAPK1	TNF
hsa05152	MAPK1	IL6
hsa05152	MAPK1	IL6
hsa05152	MAPK1	IL12A
hsa05152	MAPK1	IL12A
hsa05152	MAPK1	IL18
hsa05152	MAPK1	IL18
hsa05152	MAPK1	IL23A
hsa05152	MAPK1	IL23A
hsa05152	MAPK1	IL1A
hsa05152	MAPK1	IL1A
hsa05152	MAPK8	TNF
hsa05152	MAPK8	TNF
hsa05152	MAPK8	IL6
hsa05152	MAPK8	IL6
hsa05152	MAPK8	IL12A
hsa05152	MAPK8	IL12A
hsa05152	MAPK8	IL18
hsa05152	MAPK8	IL18
hsa05152	MAPK8	IL23A
hsa05152	MAPK8	IL23A
hsa05152	MAPK8	IL1A
hsa05152	MAPK8	IL1A
hsa05152	MYD88	IFNA1
hsa05152	MYD88	IFNA1
hsa05152	MYD88	IFNB1
hsa05152	MYD88	IFNB1
hsa05152	C21790...	CLEC4E
hsa05152	C00338	TLR4
hsa05152	IFNG	IFNGR1
hsa05152	STAT1	CIITA
hsa05152	STAT1	NOS2
hsa05152	C01673	VDR
hsa05152	CTSS	RFX5...
hsa05152	CTSS	RFX5...
hsa05152	CTSS	NFYA
hsa05152	CTSS	NFYA
hsa05152	CTSS	CREB1
hsa05152	G13106...	CLEC4M
hsa05152	G13101	CLEC4M
hsa05152	G13115	CLEC4M
hsa05152	G13105...	PLA2R1
hsa05152	G13115	SPHK2
hsa05152	G13115	SPHK2
hsa05152	G13115	PLA2R1
hsa03018	PABPC4L...	TOB1
hsa03018	PABPC4L...	PAN3
hsa03018	PABPC4L...	PAN3
hsa03018	PABPC4L...	CNOT7
hsa03018	PAN2	PAN3
hsa05152	TNF	TNFRSF1A
hsa05152	CASP8	CASP10
hsa05152	CASP8	BID
hsa05152	CASP8	CASP3
hsa05152	IFNGR2	JAK1
hsa05152	JAK1	STAT1
hsa05152	JAK1	STAT1
hsa05152	CAMK2A	STAT1
hsa05152	CAMK2A	STAT1
hsa05152	SYK	CARD9
hsa05152	NOD2	RIPK2
hsa05152	HSPA9	TLR4
hsa05152	HSPD1	TLR4
hsa05152	CD14	TLR4
hsa05152	CD14	TLR2
hsa05152	IRAK4	IRAK1
hsa05152	IRAK1	TRAF6
hsa05152	TLR9	MYD88
hsa05152	RIPK2	NFKB1
hsa05152	RIPK2	NFKB1
hsa05152	TRAF6	NFKB1
hsa05152	TRAF6	NFKB1
hsa05152	TRAF6	MAPK14
hsa05152	TRAF6	MAPK14
hsa05152	TRAF6	MAPK1
hsa05152	TRAF6	MAPK1
hsa05152	TRAF6	MAPK8
hsa05152	TRAF6	MAPK8
hsa05152	RIPK2	MAPK14
hsa05152	RIPK2	MAPK14
hsa05152	RIPK2	MAPK1
hsa05152	RIPK2	MAPK1
hsa05152	RIPK2	MAPK8
hsa05152	RIPK2	MAPK8
hsa05152	RHOA	RAF1
hsa05152	RHOA	RAF1
hsa05152	RAF1	NFKB1
hsa05152	RAF1	NFKB1
hsa05152	CLEC4M	IL10
hsa05152	CLEC4M	IL10
hsa05152	CLEC4M	TGFB1
hsa05152	CLEC4M	TGFB1
hsa05152	C3	CR1
hsa05152	PLA2R1	IL10
hsa05152	PLA2R1	IL10
hsa05152	PLA2R1	TGFB1
hsa05152	PLA2R1	TGFB1
hsa05152	CALML6	CAMK2A
hsa05152	CALML6	PPP3CA
hsa05152	CAMK2A	PIK3C3
hsa05152	C04549	EEA1
hsa05152	C04549	EEA1
hsa05152	RAB7A	CTSD
hsa05152	RAB7A	CTSD
hsa05152	RAB7A	TCIRG1
hsa05152	RAB7A	TCIRG1
hsa05152	RAB7A	LAMP1
hsa05152	RAB7A	LAMP1
hsa05152	SPHK2	C06124
hsa05152	C00076	CALML6
hsa05152	IGH	FCGR1A
hsa05152	VDR	CAMP
hsa05152	VDR	CAMP
hsa05152	C01194	PIK3C3
hsa05152	TNFRSF1A	FADD
hsa05152	TLR4	MYD88
hsa05152	BID	BAX
hsa05152	BID	BAX
hsa05152	C00076	CASP9
hsa05152	C00076	CASP9
hsa05152	AKT3	BAD
hsa05152	AKT3	BAD
hsa05152	BAD	BCL2
hsa05152	CYCS	CASP3
hsa05152	C00076	CAMK2A
hsa05152	C00076	CAMK2A
